Black,Blue,Brown,Green,Greenyellow,Magenta,Pink,Purple,Red,Tan,Turquoise,Yellow
,Ssfa2,,,,,,,,,Ocrl,
,Ssh1,,,,,,,,,Odf2,
,St13,,,,,,,,,Ogfod1,
,St3gal6,,,,,,,,,Ogfod2,
,St7,,,,,,,,,Ogt,
,St8sia4,,,,,,,,,Olfm1,
,Stag1,,,,,,,,,Olfm2,
,Stag2,,,,,,,,,Olfr482,
,Stam2,,,,,,,,,Omg,
,Stambpl1,,,,,,,,,Opa1,
,Stard3,,,,,,,,,Opa3,
,Stard4,,,,,,,,,Opcml,
,Stat1,,,,,,,,,Ophn1,
,Stat2,,,,,,,,,Orai3,
,Stat3,,,,,,,,,Orc4,
,Stat5b,,,,,,,,,Orc6,
,Steap2,,,,,,,,,Ormdl3,
,Stk24,,,,,,,,,Os9,
,Stk3,,,,,,,,,Osbp2,
,Stk35,,,,,,,,,Osbpl11,
,Stk38,,,,,,,,,Osbpl6,
,Stk39,,,,,,,,,Osbpl8,
,Stk40,,,,,,,,,Oscp1,
,Stox2,,,,,,,,,Ost4,
,Strip2,,,,,,,,,Ostc,
,Stt3a,,,,,,,,,Ostm1,
,Stt3b,,,,,,,,,Otub2,
,Stx16,,,,,,,,,Otud5,
,Stx17,,,,,,,,,Otud6b,
,Stx3,,,,,,,,,Otud7a,
,Stx4a,,,,,,,,,Oxa1l,
,Stxbp3,,,,,,,,,P4htm,
,Stxbp4,,,,,,,,,Pa2g4,
,Suclg1,,,,,,,,,Pacs1,
,Sun2,,,,,,,,,Pacsin2,
,Supt16,,,,,,,,,Paf1,
,Suz12,,,,,,,,,Paip1,
,Sv2c,,,,,,,,,Pak1ip1,
,Svip,,,,,,,,,Pak6,
,Syf2,,,,,,,,,Pak7,
,Syne1,,,,,,,,,Palm,
,Syne2,,,,,,,,,Pam,
,Synj2,,,,,,,,,Pamr1,
,Synm,,,,,,,,,Pank2,
,Synrg,,,,,,,,,Pantr1,
,Sypl,,,,,,,,,Papola,
,Sys1,,,,,,,,,Paqr9,
,Syt17,,,,,,,,,Pard6a,
,Syt2,,,,,,,,,Parm1,
,Syvn1,,,,,,,,,Parp1,
,Szrd1,,,,,,,,,Parp6,
,Tab1,,,,,,,,,Parva,
,Tab2,,,,,,,,,Paxip1,
,Tacc1,,,,,,,,,Pbdc1,
,Taf1,,,,,,,,,Pbx1,
,Taf13,,,,,,,,,Pbx2,
,Taf1d,,,,,,,,,Pcbd2,
,Taf2,,,,,,,,,Pcbp3,
,Taf3,,,,,,,,,Pccb,
,Taf6l,,,,,,,,,Pcdh1,
,Taf9b,,,,,,,,,Pcdh10,
,Tagap,,,,,,,,,Pcdh19,
,Tagap1,,,,,,,,,Pcdh20,
,Tank,,,,,,,,,Pcdh7,
,Taok1,,,,,,,,,Pcdh8,
,Tapbp,,,,,,,,,Pcdhb17,
,Tars2,,,,,,,,,Pcgf3,
,Tbc1d1,,,,,,,,,Pcif1,
,Tbc1d12,,,,,,,,,Pclo,
,Tbc1d15,,,,,,,,,Pcmtd1,
,Tbc1d16,,,,,,,,,Pcmtd2,
,Tbc1d19,,,,,,,,,Pcna,
,Tbc1d20,,,,,,,,,Pcnx,
,Tbc1d23,,,,,,,,,Pcnx2,
,Tbc1d5,,,,,,,,,Pcnx3,
,Tbc1d9b,,,,,,,,,Pcnx4,
,Tbcd,,,,,,,,,Pcyox1,
,Tbcel,,,,,,,,,Pdap1,
,Tbkbp1,,,,,,,,,Pdcd10,
,Tbl3,,,,,,,,,Pdcd2l,
,Tbp,,,,,,,,,Pdcd4,
,Tbrg4,,,,,,,,,Pdcd5,
,Tcaim,,,,,,,,,Pdcd5-ps,
,Tcea1,,,,,,,,,Pdcd6,
,Tcea2,,,,,,,,,Pdcd6ip,
,Tceanc2,,,,,,,,,Pdcd7,
,Tcf12,,,,,,,,,Pde10a,
,Tcf20,,,,,,,,,Pde12,
,Tcn2,,,,,,,,,Pde1a,
,Tcp11l2,,,,,,,,,Pde1b,
,Tcta,,,,,,,,,Pde4a,
,Tctn2,,,,,,,,,Pde4b,
,Tdrd7,,,,,,,,,Pde4dip,
,Tdrkh,,,,,,,,,Pde6d,
,Tdrp,,,,,,,,,Pde7a,
,Tead1,,,,,,,,,Pde8b,
,Tenm1,,,,,,,,,Pdgfb,
,Tenm2,,,,,,,,,Pdhx,
,Tenm3,,,,,,,,,Pdia6,
,Tet2,,,,,,,,,Pdk2,
,Tet3,,,,,,,,,Pdk3,
,Tex2,,,,,,,,,Pdpk1,
,Tex261,,,,,,,,,Pds5b,
,Tfdp2,,,,,,,,,Pdyn,
,Tgfbr1,,,,,,,,,Pdzd11,
,Tgoln1,,,,,,,,,Pdzd4,
,Thap2,,,,,,,,,Pdzrn3,
,Thap3,,,,,,,,,Pef1,
,Thap4,,,,,,,,,Peli1,
,Thoc2,,,,,,,,,Pelp1,
,Tia1,,,,,,,,,Penk,
,Timm10b,,,,,,,,,Per1,
,Timm17b,,,,,,,,,Per2,
,Timm50,,,,,,,,,Per3,
,Timm8a1,,,,,,,,,Pet100,
,Timp4,,,,,,,,,Pex11b,
,Tiparp,,,,,,,,,Pex13,
,Tjp1,,,,,,,,,Pex16,
,Tjp2,,,,,,,,,Pex19,
,Tk2,,,,,,,,,Pex5,
,Tlcd1,,,,,,,,,Pex6,
,Tle1,,,,,,,,,Pfdn1,
,Tle3,,,,,,,,,Pfdn4,
,Tle4,,,,,,,,,Pfdn5,
,Tln1,,,,,,,,,Pfdn6,
,Tm4sf1,,,,,,,,,Pfkl,
,Tm6sf1,,,,,,,,,Pfn1,
,Tm7sf3,,,,,,,,,Pgam5,
,Tm9sf3,,,,,,,,,Pgbd5,
,Tmbim6,,,,,,,,,Pgm2l1,
,Tmed1,,,,,,,,,Pgs1,
,Tmed10,,,,,,,,,Phactr1,
,Tmed5,,,,,,,,,Phactr3,
,Tmed7,,,,,,,,,Phax,
,Tmeff2,,,,,,,,,Phb2,
,Tmem100,,,,,,,,,Phc2,
,Tmem107,,,,,,,,,Phf10,
,Tmem123,,,,,,,,,Phf12,
,Tmem126b,,,,,,,,,Phf2,
,Tmem129,,,,,,,,,Phf20,
,Tmem134,,,,,,,,,Phf20l1,
,Tmem141,,,,,,,,,Phf23,
,Tmem143,,,,,,,,,Phf24,
,Tmem14c,,,,,,,,,Phf3,
,Tmem159,,,,,,,,,Phf5a,
,Tmem161a,,,,,,,,,Phf6,
,Tmem175,,,,,,,,,Phkg2,
,Tmem176a,,,,,,,,,Phlda1,
,Tmem18,,,,,,,,,Phlpp2,
,Tmem184c,,,,,,,,,Phtf1,
,Tmem185a,,,,,,,,,Phyhip,
,Tmem189,,,,,,,,,Pi4k2a,
,Tmem192,,,,,,,,,Pianp,
,Tmem201,,,,,,,,,Pias1,
,Tmem208,,,,,,,,,Pias2,
,Tmem209,,,,,,,,,Pick1,
,Tmem219,,,,,,,,,Pid1,
,Tmem229b,,,,,,,,,Pigq,
,Tmem237,,,,,,,,,Pigt,
,Tmem243,,,,,,,,,Pigu,
,Tmem245,,,,,,,,,Pigx,
,Tmem256,,,,,,,,,Pigyl,
,Tmem260,,,,,,,,,Pih1d1,
,Tmem28,,,,,,,,,Pik3c3,
,Tmem29,,,,,,,,,Pik3ca,
,Tmem43,,,,,,,,,Pik3cb,
,Tmem44,,,,,,,,,Pik3r2,
,Tmem47,,,,,,,,,Pik3r3,
,Tmem5,,,,,,,,,Pim2,
,Tmem59,,,,,,,,,Pin1,
,Tmem80,,,,,,,,,Pip4k2b,
,Tmem86a,,,,,,,,,Pip4k2c,
,Tmem87a,,,,,,,,,Pip5k1b,
,Tmf1,,,,,,,,,Pip5k1c,
,Tmod2,,,,,,,,,Pisd,
,Tmod3,,,,,,,,,Pithd1,
,Tmpo,,,,,,,,,Pitpnb,
,Tmtc4,,,,,,,,,Pitpnm2,
,Tnfrsf19,,,,,,,,,Pkd1,
,Tnip1,,,,,,,,,Pkia,
,Tnpo1,,,,,,,,,Pkig,
,Tnrc6a,,,,,,,,,Pkn1,
,Tnrc6b,,,,,,,,,Pknox2,
,Tns1,,,,,,,,,Pkp2,
,Tns3,,,,,,,,,Pla2g12a,
,Tob1,,,,,,,,,Pla2g6,
,Tob2,,,,,,,,,Plaa,
,Tom1,,,,,,,,,Plbd2,
,Tom1l1,,,,,,,,,Plcb1,
,Topbp1,,,,,,,,,Plcg1,
,Toporsos,,,,,,,,,Plcl2,
,Tor1aip1,,,,,,,,,Pld3,
,Tox3,,,,,,,,,Plec,
,Tpcn1,,,,,,,,,Plekha1,
,Tpm4,,,,,,,,,Plekha2,
,Tpp1,,,,,,,,,Plekha3,
,Tppp,,,,,,,,,Plekhg5,
,Tpr,,,,,,,,,Plekhj1,
,Tpra1,,,,,,,,,Plekhm2,
,Tprkb,,,,,,,,,Plekho1,
,Tpst1,,,,,,,,,Plk2,
,Tra2a,,,,,,,,,Plpp6,
,Tram1,,,,,,,,,Plppr2,
,Trappc6a,,,,,,,,,Plppr4,
,Trappc8,,,,,,,,,Plppr5,
,Tril,,,,,,,,,Plrg1,
,Trim24,,,,,,,,,Pls3,
,Trim26,,,,,,,,,Plxna1,
,Trim3,,,,,,,,,Plxna2,
,Trim39,,,,,,,,,Plxna4,
,Trim8,,,,,,,,,Plxnc1,
,Trip11,,,,,,,,,Pmpca,
,Trip12,,,,,,,,,Pmpcb,
,Trip4,,,,,,,,,Pnma2,
,Trmt1l,,,,,,,,,Pnmal1,
,Trnau1ap,,,,,,,,,Pno1,
,Trove2,,,,,,,,,Pnpla6,
,Trp53bp2,,,,,,,,,Pnrc1,
,Trpm2,,,,,,,,,Poglut1,
,Trpm3,,,,,,,,,Pogz,
,Trpm7,,,,,,,,,Polb,
,Trps1,,,,,,,,,Poldip2,
,Trub2,,,,,,,,,Pole4,
,Tsc1,,,,,,,,,Polg,
,Tsen15,,,,,,,,,Polr1c,
,Tsga10,,,,,,,,,Polr1d,
,Tshz1,,,,,,,,,Polr2a,
,Tshz2,,,,,,,,,Polr2c,
,Tspan12,,,,,,,,,Polr2e,
,Tspan15,,,,,,,,,Polr2f,
,Tspan17,,,,,,,,,Polr2g,
,Tspan4,,,,,,,,,Polr2h,
,Tssc4,,,,,,,,,Polr2i,
,Ttbk2,,,,,,,,,Polr2j,
,Ttc1,,,,,,,,,Polr2k,
,Ttc14,,,,,,,,,Polr3e,
,Ttc30b,,,,,,,,,Polr3gl,
,Ttc4,,,,,,,,,Polr3h,
,Ttc8,,,,,,,,,Polr3k,
,Ttc9c,,,,,,,,,Pom121,
,Tti2,,,,,,,,,Pomgnt1,
,Ttll5,,,,,,,,,Pomgnt2,
,Ttn,,,,,,,,,Pomk,
,Tubg1,,,,,,,,,Pomp,
,Tubgcp3,,,,,,,,,Pop4,
,Tubgcp4,,,,,,,,,Pop5,
,Tulp3,,,,,,,,,Pop7,
,Tulp4,,,,,,,,,Por,
,Tvp23b,,,,,,,,,Porcn,
,Twf1,,,,,,,,,Pou6f1,
,Twistnb,,,,,,,,,Ppdpf,
,Txndc16,,,,,,,,,Ppfia2,
,U2af2,,,,,,,,,Ppfia3,
,U2surp,,,,,,,,,Ppfia4,
,Uba6,,,,,,,,,Ppia,
,Ubash3b,,,,,,,,,Ppib,
,Ube2r2,,,,,,,,,Ppid,
,Ube3a,,,,,,,,,Ppif,
,Ube4a,,,,,,,,,Ppil2,
,Ubl3,,,,,,,,,Ppil4,
,Ubl7,,,,,,,,,Ppip5k1,
,Ublcp1,,,,,,,,,Ppm1a,
,Ubn2,,,,,,,,,Ppm1b,
,Ubp1,,,,,,,,,Ppm1e,
,Ubqln1,,,,,,,,,Ppm1g,
,Ubqln2,,,,,,,,,Ppm1k,
,Ubr5,,,,,,,,,Ppm1l,
,Ubxn1,,,,,,,,,Ppme1,
,Ubxn2a,,,,,,,,,Ppp1r11,
,Ubxn2b,,,,,,,,,Ppp1r12a,
,Uchl3,,,,,,,,,Ppp1r12b,
,Ufl1,,,,,,,,,Ppp1r12c,
,Ufsp1,,,,,,,,,Ppp1r13b,
,Ugdh,,,,,,,,,Ppp1r16a,
,Uggt2,,,,,,,,,Ppp1r1a,
,Ugp2,,,,,,,,,Ppp1r2,
,Uhmk1,,,,,,,,,Ppp1r21,
,Ulk4,,,,,,,,,Ppp1r37,
,Umps,,,,,,,,,Ppp1r7,
,Unc119,,,,,,,,,Ppp1r8,
,Unc119b,,,,,,,,,Ppp1r9a,
,Unc13c,,,,,,,,,Ppp2r2a,
,Unc45a,,,,,,,,,Ppp2r2b,
,Unc5d,,,,,,,,,Ppp2r2c,
,Unc80,,,,,,,,,Ppp2r2d,
,Upf1,,,,,,,,,Ppp2r5a,
,Upf3b,,,,,,,,,Ppp2r5b,
,Upp2,,,,,,,,,Ppp2r5e,
,Uqcrh,,,,,,,,,Ppp3ca,
,Uqcrh-ps1,,,,,,,,,Ppp3cb,
,Uqcrh-ps2,,,,,,,,,Ppp3cc,
,Urm1,,,,,,,,,Ppp3r1,
,Urod,,,,,,,,,Ppp4c,
,Use1,,,,,,,,,Ppp4r2,
,Usf3,,,,,,,,,Ppp4r3a,
,Usp20,,,,,,,,,Ppp4r3b,
,Usp25,,,,,,,,,Ppp4r4,
,Usp3,,,,,,,,,Ppp5c,
,Usp30,,,,,,,,,Ppp6c,
,Usp42,,,,,,,,,Ppp6r1,
,Usp53,,,,,,,,,Ppp6r3,
,Usp54,,,,,,,,,Ppt1,
,Usp9x,,,,,,,,,Ppt2,
,Uspl1,,,,,,,,,Pqbp1,
,Utp14b,,,,,,,,,Pqlc1,
,Utp3,,,,,,,,,Pradc1,
,Utp6,,,,,,,,,Praf2,
,Utrn,,,,,,,,,Prdm2,
,Vamp3,,,,,,,,,Prdm8,
,Vamp8,,,,,,,,,Prdx3,
,Vars,,,,,,,,,Preb,
,Vbp1,,,,,,,,,Prelid3a,
,Vcam1,,,,,,,,,Prepl,
,Vcl,,,,,,,,,Prickle1,
,Vegfa,,,,,,,,,Prickle2,
,Vezf1,,,,,,,,,Prkaa1,
,Vim,,,,,,,,,Prkaa2,
,Vkorc1,,,,,,,,,Prkab2,
,Vkorc1l1,,,,,,,,,Prkag2,
,Vldlr,,,,,,,,,Prkar2a,
,Vps13b,,,,,,,,,Prkar2b,
,Vps13c,,,,,,,,,Prkca,
,Vps18,,,,,,,,,Prkcb,
,Vps37a,,,,,,,,,Prkce,
,Vps45,,,,,,,,,Prkcg,
,Vrk3,,,,,,,,,Prkci,
,Vti1a,,,,,,,,,Prkcsh,
,Vtn,,,,,,,,,Prkrip1,
,Vwa1,,,,,,,,,Prmt5,
,Vwa8,,,,,,,,,Prmt7,
,Wasf2,,,,,,,,,Prmt8,
,Wasf3,,,,,,,,,Prosc,
,Washc1,,,,,,,,,Prpf18,
,Washc2,,,,,,,,,Prpf31,
,Washc3,,,,,,,,,Prpf38a,
,Washc4,,,,,,,,,Prpf4,
,Wbp1,,,,,,,,,Prpf40a,
,Wbp1l,,,,,,,,,Prpf40b,
,Wbscr22,,,,,,,,,Prpf4b,
,Wdr18,,,,,,,,,Prpf6,
,Wdr26,,,,,,,,,Prpf8,
,Wdr3,,,,,,,,,Prps1,
,Wdr34,,,,,,,,,Prps2,
,Wdr35,,,,,,,,,Prpsap2,
,Wdr43,,,,,,,,,Prr3,
,Wdr44,,,,,,,,,Prr36,
,Wdr45,,,,,,,,,Prr7,
,Wdr75,,,,,,,,,Prrt1,
,Wdr81,,,,,,,,,Prss23,
,Wdr83,,,,,,,,,Prune1,
,Wdsub1,,,,,,,,,Psd,
,Wdtc1,,,,,,,,,Psd3,
,Wdyhv1,,,,,,,,,Psen1,
,Whrn,,,,,,,,,Psip1,
,Wipf1,,,,,,,,,Psma1,
,Wipi1,,,,,,,,,Psma2,
,Wls,,,,,,,,,Psma3,
,Wnk3,,,,,,,,,Psma5,
,Wnt4,,,,,,,,,Psma7,
,Wrap73,,,,,,,,,Psmb1,
,Wsb1,,,,,,,,,Psmb2,
,Wtap,,,,,,,,,Psmb3,
,Wwc2,,,,,,,,,Psmb6,
,Wwox,,,,,,,,,Psmc1,
,Wwp2,,,,,,,,,Psmc2,
,Wwtr1,,,,,,,,,Psmc3,
,Xab2,,,,,,,,,Psmc4,
,Xiap,,,,,,,,,Psmc6,
,Xrn2,,,,,,,,,Psmd1,
,Yae1d1,,,,,,,,,Psmd11,
,Yap1,,,,,,,,,Psmd12,
,Ybx3,,,,,,,,,Psmd13,
,Ydjc,,,,,,,,,Psmd14,
,Yif1a,,,,,,,,,Psmd2,
,Yipf2,,,,,,,,,Psmd3,
,Ythdc2,,,,,,,,,Psmd4,
,Yy1,,,,,,,,,Psmd5,
,Zadh2,,,,,,,,,Psmd6,
,Zbtb20,,,,,,,,,Psmd7,
,Zbtb21,,,,,,,,,Psmd9,
,Zbtb33,,,,,,,,,Psme1,
,Zbtb38,,,,,,,,,Psme3,
,Zbtb4,,,,,,,,,Psmf1,
,Zbtb41,,,,,,,,,Psmg2,
,Zbtb44,,,,,,,,,Ptbp2,
,Zbtb6,,,,,,,,,Ptbp3,
,Zbtb7b,,,,,,,,,Ptcd2,
,Zbtb8os,,,,,,,,,Ptdss1,
,Zc3h13,,,,,,,,,Pten,
,Zc3h6,,,,,,,,,Ptges3,
,Zc3h7a,,,,,,,,,Ptk2,
,Zc3h7b,,,,,,,,,Ptk2b,
,Zcchc11,,,,,,,,,Ptms,
,Zcchc2,,,,,,,,,Ptov1,
,Zcchc24,,,,,,,,,Ptp4a1,
,Zcchc7,,,,,,,,,Ptp4a3,
,Zdhhc17,,,,,,,,,Ptpmt1,
,Zdhhc20,,,,,,,,,Ptpn1,
,Zdhhc21,,,,,,,,,Ptpn12,
,Zdhhc4,,,,,,,,,Ptpn2,
,Zeb1,,,,,,,,,Ptpn23,
,Zfand1,,,,,,,,,Ptpn5,
,Zfc3h1,,,,,,,,,Ptpn9,
,Zfhx4,,,,,,,,,Ptpra,
,Zfp106,,,,,,,,,Ptpre,
,Zfp12,,,,,,,,,Ptprf,
,Zfp142,,,,,,,,,Ptprg,
,Zfp157,,,,,,,,,Ptprj,
,Zfp2,,,,,,,,,Ptprk,
,Zfp219,,,,,,,,,Ptprn,
,Zfp235,,,,,,,,,Ptpro,
,Zfp236,,,,,,,,,Ptprr,
,Zfp24,,,,,,,,,Ptprt,
,Zfp263,,,,,,,,,Ptpru,
,Zfp27,,,,,,,,,Pttg1,
,Zfp275,,,,,,,,,Puf60,
,Zfp30,,,,,,,,,Pum1,
,Zfp317,,,,,,,,,Pum3,
,Zfp318,,,,,,,,,Pusl1,
,Zfp334,,,,,,,,,Pwp1,
,Zfp346,,,,,,,,,Pwp2,
,Zfp367,,,,,,,,,Pwwp2b,
,Zfp36l1,,,,,,,,,Pxdn,
,Zfp385a,,,,,,,,,Pycr2,
,Zfp398,,,,,,,,,Pygo2,
,Zfp414,,,,,,,,,Qrich1,
,Zfp422,,,,,,,,,Qsox2,
,Zfp423,,,,,,,,,R3hdm1,
,Zfp426,,,,,,,,,R3hdm2,
,Zfp445,,,,,,,,,R3hdm4,
,Zfp462,,,,,,,,,RP23-340G24.8,
,Zfp467,,,,,,,,,RP23-48A24.3,
,Zfp536,,,,,,,,,RP24-373J20.5,
,Zfp579,,,,,,,,,RP24-547N4.5,
,Zfp592,,,,,,,,,Rab10,
,Zfp598,,,,,,,,,Rab11a,
,Zfp60,,,,,,,,,Rab11b,
,Zfp606,,,,,,,,,Rab11fip2,
,Zfp609,,,,,,,,,Rab11fip3,
,Zfp612,,,,,,,,,Rab11fip4,
,Zfp62,,,,,,,,,Rab12,
,Zfp622,,,,,,,,,Rab15,
,Zfp638,,,,,,,,,Rab18,
,Zfp639,,,,,,,,,Rab1b,
,Zfp651,,,,,,,,,Rab24,
,Zfp652,,,,,,,,,Rab26,
,Zfp653,,,,,,,,,Rab27b,
,Zfp654,,,,,,,,,Rab28,
,Zfp655,,,,,,,,,Rab2b,
,Zfp664,,,,,,,,,Rab33a,
,Zfp672,,,,,,,,,Rab35,
,Zfp704,,,,,,,,,Rab3b,
,Zfp715,,,,,,,,,Rab3gap1,
,Zfp74,,,,,,,,,Rab3gap2,
,Zfp746,,,,,,,,,Rab3ip,
,Zfp770,,,,,,,,,Rab40b,
,Zfp777,,,,,,,,,Rab40c,
,Zfp780b,,,,,,,,,Rab5b,
,Zfp787,,,,,,,,,Rab5c,
,Zfp799,,,,,,,,,Rab8b,
,Zfp81,,,,,,,,,Rabep1,
,Zfp810,,,,,,,,,Rabepk,
,Zfp874b,,,,,,,,,Rabgap1,
,Zfp930,,,,,,,,,Rabgap1l,
,Zfp931,,,,,,,,,Rabgef1,
,Zfp938,,,,,,,,,Rabggta,
,Zfp942,,,,,,,,,Rabggtb,
,Zfp943,,,,,,,,,Rabl2,
,Zfp944,,,,,,,,,Rabl6,
,Zfp945,,,,,,,,,Rac1,
,Zfp950,,,,,,,,,Rac3,
,Zfp952,,,,,,,,,Rad23a,
,Zfpm1,,,,,,,,,Rae1,
,Zfr,,,,,,,,,Raf1,
,Zfx,,,,,,,,,Rai1,
,Zfyve1,,,,,,,,,Rala,
,Zfyve21,,,,,,,,,Ralbp1,
,Zfyve26,,,,,,,,,Ralgapb,
,Zfyve27,,,,,,,,,Ralgps1,
,Zgpat,,,,,,,,,Raly,
,Zhx1,,,,,,,,,Ralyl,
,Zhx3,,,,,,,,,Ramp2,
,Zkscan3,,,,,,,,,Ranbp2,
,Zmat1,,,,,,,,,Ranbp3,
,Zmpste24,,,,,,,,,Ranbp9,
,Zmym5,,,,,,,,,Rap1a,
,Znfx1,,,,,,,,,Rap1b,
,Znrf2,,,,,,,,,Rap1gap2,
,Znrf3,,,,,,,,,Rap2a,
,Zscan21,,,,,,,,,Rap2b,
,Zscan26,,,,,,,,,Rap2c,
,Zswim1,,,,,,,,,Rapgef1,
,Zswim6,,,,,,,,,Rapgef2,
,n-R5-8s1,,,,,,,,,Rapgefl1,
,,,,,,,,,,Raph1,
,,,,,,,,,,Rars,
,,,,,,,,,,Rasa1,
,,,,,,,,,,Rasal1,
,,,,,,,,,,Rasd2,
,,,,,,,,,,Rasgef1a,
,,,,,,,,,,Rasgrf2,
,,,,,,,,,,Rasl10b,
,,,,,,,,,,Rasl11b,
,,,,,,,,,,Rb1cc1,
,,,,,,,,,,Rbbp4,
,,,,,,,,,,Rbbp5,
,,,,,,,,,,Rbbp6,
,,,,,,,,,,Rbbp7,
,,,,,,,,,,Rbck1,
,,,,,,,,,,Rbfa,
,,,,,,,,,,Rbfox1,
,,,,,,,,,,Rbfox2,
,,,,,,,,,,Rbfox3,
,,,,,,,,,,Rbm10,
,,,,,,,,,,Rbm12,
,,,,,,,,,,Rbm14,
,,,,,,,,,,Rbm15,
,,,,,,,,,,Rbm15b,
,,,,,,,,,,Rbm17,
,,,,,,,,,,Rbm18,
,,,,,,,,,,Rbm22,
,,,,,,,,,,Rbm24,
,,,,,,,,,,Rbm27,
,,,,,,,,,,Rbm28,
,,,,,,,,,,Rbm3,
,,,,,,,,,,Rbm33,
,,,,,,,,,,Rbm34,
,,,,,,,,,,Rbm43,
,,,,,,,,,,Rbm5,
,,,,,,,,,,Rbm6,
,,,,,,,,,,Rbm7,
,,,,,,,,,,Rbm8a,
,,,,,,,,,,Rbmx,
,,,,,,,,,,Rbp4,
,,,,,,,,,,Rbsn,
,,,,,,,,,,Rbx1,
,,,,,,,,,,Rcan1,
,,,,,,,,,,Rcc2,
,,,,,,,,,,Rce1,
,,,,,,,,,,Reln,
,,,,,,,,,,Rer1,
,,,,,,,,,,Rere,
,,,,,,,,,,Rexo1,
,,,,,,,,,,Rexo2,
,,,,,,,,,,Rexo4,
,,,,,,,,,,Rfc2,
,,,,,,,,,,Rfc5,
,,,,,,,,,,Rfk,
,,,,,,,,,,Rfng,
,,,,,,,,,,Rfx3,
,,,,,,,,,,Rfxap,
,,,,,,,,,,Rgl1,
,,,,,,,,,,Rgs12,
,,,,,,,,,,Rgs14,
,,,,,,,,,,Rgs19,
,,,,,,,,,,Rgs20,
,,,,,,,,,,Rgs7,
,,,,,,,,,,Rgs7bp,
,,,,,,,,,,Rhbdd2,
,,,,,,,,,,Rhobtb2,
,,,,,,,,,,Rhot1,
,,,,,,,,,,Rhot2,
,,,,,,,,,,Rian,
,,,,,,,,,,Ric3,
,,,,,,,,,,Ric8a,
,,,,,,,,,,Ric8b,
,,,,,,,,,,Rilpl1,
,,,,,,,,,,Rimbp2,
,,,,,,,,,,Rimklb,
,,,,,,,,,,Rims1,
,,,,,,,,,,Rims4,
,,,,,,,,,,Rin1,
,,,,,,,,,,Riox1,
,,,,,,,,,,Rlf,
,,,,,,,,,,Rmdn3,
,,,,,,,,,,Rmnd5a,
,,,,,,,,,,Rmnd5b,
,,,,,,,,,,Rnaseh2c,
,,,,,,,,,,Rnf10,
,,,,,,,,,,Rnf103,
,,,,,,,,,,Rnf111,
,,,,,,,,,,Rnf112,
,,,,,,,,,,Rnf114,
,,,,,,,,,,Rnf115,
,,,,,,,,,,Rnf121,
,,,,,,,,,,Rnf126,
,,,,,,,,,,Rnf139,
,,,,,,,,,,Rnf144b,
,,,,,,,,,,Rnf145,
,,,,,,,,,,Rnf146,
,,,,,,,,,,Rnf157,
,,,,,,,,,,Rnf165,
,,,,,,,,,,Rnf167,
,,,,,,,,,,Rnf168,
,,,,,,,,,,Rnf169,
,,,,,,,,,,Rnf170,
,,,,,,,,,,Rnf185,
,,,,,,,,,,Rnf19a,
,,,,,,,,,,Rnf19b,
,,,,,,,,,,Rnf2,
,,,,,,,,,,Rnf216,
,,,,,,,,,,Rnf217,
,,,,,,,,,,Rnf24,
,,,,,,,,,,Rnf34,
,,,,,,,,,,Rnf38,
,,,,,,,,,,Rnf4,
,,,,,,,,,,Rnf40,
,,,,,,,,,,Rnf41,
,,,,,,,,,,Rnf44,
,,,,,,,,,,Rnf5,
,,,,,,,,,,Rnf6,
,,,,,,,,,,Rnf8,
,,,,,,,,,,Rnft1,
,,,,,,,,,,Rnmt,
,,,,,,,,,,Rnpep,
,,,,,,,,,,Robo2,
,,,,,,,,,,Rock2,
,,,,,,,,,,Rogdi,
,,,,,,,,,,Romo1,
,,,,,,,,,,Rp9,
,,,,,,,,,,Rpap2,
,,,,,,,,,,Rpap3,
,,,,,,,,,,Rpe,
,,,,,,,,,,Rpf2,
,,,,,,,,,,Rpgr,
,,,,,,,,,,Rpgrip1l,
,,,,,,,,,,Rpl15,
,,,,,,,,,,Rpl15-ps2,
,,,,,,,,,,Rpl4,
,,,,,,,,,,Rpl7l1,
,,,,,,,,,,Rpn1,
,,,,,,,,,,Rpp14,
,,,,,,,,,,Rpp21,
,,,,,,,,,,Rprd1a,
,,,,,,,,,,Rprd2,
,,,,,,,,,,Rprml,
,,,,,,,,,,Rps19bp1,
,,,,,,,,,,Rps4l,
,,,,,,,,,,Rps6ka3,
,,,,,,,,,,Rps6kc1,
,,,,,,,,,,Rps6kl1,
,,,,,,,,,,Rptor,
,,,,,,,,,,Rpusd1,
,,,,,,,,,,Rraga,
,,,,,,,,,,Rragb,
,,,,,,,,,,Rragc,
,,,,,,,,,,Rragd,
,,,,,,,,,,Rras2,
,,,,,,,,,,Rrn3,
,,,,,,,,,,Rrp1,
,,,,,,,,,,Rrp12,
,,,,,,,,,,Rsbn1,
,,,,,,,,,,Rsl1d1,
,,,,,,,,,,Rspry1,
,,,,,,,,,,Rsrc2,
,,,,,,,,,,Rtca,
,,,,,,,,,,Rtf1,
,,,,,,,,,,Rtfdc1,
,,,,,,,,,,Rtn1,
,,,,,,,,,,Rtn2,
,,,,,,,,,,Rtn4rl1,
,,,,,,,,,,Rufy1,
,,,,,,,,,,Rufy2,
,,,,,,,,,,Rundc1,
,,,,,,,,,,Rundc3b,
