,ensembl_gene_id,hgnc_symbol,entrezgene,gene_biotype,percentage_gc_content,cds_length,chromosome_name
7989,ENSG00000139211,AMIGO2,347902,protein_coding,44.59,1569,12
7990,ENSG00000139218,SCAF11,9169,protein_coding,36.52,4392,12
7991,ENSG00000139219,COL2A1,1280,protein_coding,55.34,4464,12
7992,ENSG00000139220,PPFIA2,8499,protein_coding,34.5,3774,12
7993,ENSG00000139223,ANP32D,23519,protein_coding,44.58,396,12
7994,ENSG00000139233,LLPH,84298,protein_coding,39.72,390,12
7995,ENSG00000139239,RPL14P1,NA,processed_pseudogene,49.46,NA,12
7996,ENSG00000139263,LRIG3,121227,protein_coding,39.12,3360,12
7997,ENSG00000139266,MARCH9,92979,protein_coding,55.5,1041,12
7998,ENSG00000139269,INHBE,83729,protein_coding,53.48,1053,12
7999,ENSG00000139278,GLIPR1,11010,protein_coding,37.74,801,12
8000,ENSG00000139287,TPH2,121278,protein_coding,38.97,1473,12
8001,ENSG00000139289,PHLDA1,22822,protein_coding,45.13,1206,12
8002,ENSG00000139291,TMEM19,55266,protein_coding,39.6,1011,12
8003,ENSG00000139292,LGR5,8549,protein_coding,38.57,2724,12
8004,ENSG00000139304,PTPRQ,374462,protein_coding,34.84,6999,12
8005,ENSG00000139318,DUSP6,1848,protein_coding,46.57,1146,12
8006,ENSG00000139323,POC1B,282809,protein_coding,39.79,1437,12
8007,ENSG00000139324,TMTC3,160418,protein_coding,34.6,2745,12
8008,ENSG00000139329,LUM,4060,protein_coding,35.52,1017,12
8009,ENSG00000139330,KERA,11081,protein_coding,34.69,1059,12
8010,ENSG00000139343,SNRPF,6636,protein_coding,39.09,384,12
8011,ENSG00000139344,AMDHD1,144193,protein_coding,43.8,1281,12
8012,ENSG00000139350,NEDD1,121441,protein_coding,35.02,2004,12
8013,ENSG00000139351,SYCP3,50511,protein_coding,36.71,711,12
8014,ENSG00000139352,ASCL1,429,protein_coding,51.29,711,12
8015,ENSG00000139354,GAS2L3,283431,protein_coding,36.61,2085,12
8016,ENSG00000139364,TMEM132B,114795,protein_coding,43.9,3237,12
8017,ENSG00000139370,SLC15A4,121260,protein_coding,45.87,1734,12
8018,ENSG00000139372,TDG,6996,protein_coding,40.65,1233,12
8019,ENSG00000139405,RITA1,84934,protein_coding,51.56,882,12
8020,ENSG00000139410,SDSL,113675,protein_coding,50.91,990,12
8021,ENSG00000139428,MMAB,326625,protein_coding,52.27,753,12
8022,ENSG00000139433,GLTP,51228,protein_coding,49.06,630,12
8023,ENSG00000139436,GIT2,9815,protein_coding,43.44,2280,12
8024,ENSG00000139437,TCHP,84260,protein_coding,46.02,1497,12
8025,ENSG00000139438,FAM222A,84915,protein_coding,52.74,1359,12
8026,ENSG00000139445,FOXN4,121643,protein_coding,51.97,1554,12
8027,ENSG00000139496,NUP58,9818,protein_coding,36.36,1800,13
8028,ENSG00000139505,MTMR6,9107,protein_coding,37.84,1866,13
8029,ENSG00000139508,SLC46A3,283537,protein_coding,40.19,1392,13
8030,ENSG00000139514,SLC7A1,6541,protein_coding,47.44,1890,13
8031,ENSG00000139515,PDX1,3651,protein_coding,58.42,852,13
8032,ENSG00000139517,LNX2,222484,protein_coding,37.54,2073,13
8033,ENSG00000139531,SUOX,6821,protein_coding,52.21,1638,12
8034,ENSG00000139537,CCDC65,85478,protein_coding,47.98,1494,12
8035,ENSG00000139540,SLC39A5,283375,protein_coding,54.83,1623,12
8036,ENSG00000139546,TARBP2,6895,protein_coding,57.56,1101,12
8037,ENSG00000139547,RDH16,8608,protein_coding,49.87,954,12
8038,ENSG00000139549,DHH,50846,protein_coding,58.27,1191,12
8039,ENSG00000139567,ACVRL1,94,protein_coding,54.84,1554,12
8040,ENSG00000139572,GPR84,53831,protein_coding,50.76,1191,12
8041,ENSG00000139574,NPFF,8620,protein_coding,56.69,342,12
8042,ENSG00000139579,NABP2,79035,protein_coding,51.22,636,12
8043,ENSG00000139597,N4BP2L1,90634,protein_coding,43.1,732,13
8044,ENSG00000139610,CELA1,1990,protein_coding,46.9,777,12
8045,ENSG00000139613,SMARCC2,6601,protein_coding,48.99,3738,12
8046,ENSG00000139618,BRCA2,675,protein_coding,38.11,10257,13
8047,ENSG00000139620,KANSL2,54934,protein_coding,41.97,2028,12
8048,ENSG00000139624,CERS5,91012,protein_coding,43.86,1179,12
8049,ENSG00000139625,MAP3K12,7786,protein_coding,52.61,2679,12
8050,ENSG00000139626,ITGB7,3695,protein_coding,51.11,2397,12
8051,ENSG00000139629,GALNT6,11226,protein_coding,49.89,1869,12
8052,ENSG00000139631,CSAD,51380,protein_coding,47.44,1563,12
8053,ENSG00000139636,LMBR1L,55716,protein_coding,51.62,1470,12
8054,ENSG00000139637,C12orf10,60314,protein_coding,51.21,1131,12
8055,ENSG00000139641,ESYT1,23344,protein_coding,50.49,3345,12
8056,ENSG00000139644,TMBIM6,7009,protein_coding,43.42,888,12
8057,ENSG00000139645,ANKRD52,283373,protein_coding,53.52,3231,12
8058,ENSG00000139648,KRT71,112802,protein_coding,53.67,1572,12
8059,ENSG00000139651,ZNF740,283337,protein_coding,50.62,582,12
8060,ENSG00000139656,SMIM2,79024,protein_coding,44.76,258,13
8061,ENSG00000139668,WDFY2,115825,protein_coding,39.68,1203,13
8062,ENSG00000139675,HNRNPA1L2,144983,protein_coding,41.98,963,13
8063,ENSG00000139679,LPAR6,10161,protein_coding,36.98,1035,13
8064,ENSG00000139684,ESD,2098,protein_coding,34.63,849,13
8065,ENSG00000139687,RB1,5925,protein_coding,36.91,2787,13
8066,ENSG00000139697,SBNO1,102466877,protein_coding,43.26,4182,12
8067,ENSG00000139697,SBNO1,55206,protein_coding,43.26,4182,12
8068,ENSG00000139714,MORN3,283385,protein_coding,50.66,723,12
8069,ENSG00000139718,SETD1B,23067,protein_coding,56.82,5901,12
8070,ENSG00000139719,VPS33A,65082,protein_coding,44.63,1791,12
8071,ENSG00000139722,VPS37B,79720,protein_coding,47.3,858,12
8072,ENSG00000139725,RHOF,54509,protein_coding,56.89,636,12
8073,ENSG00000139726,DENR,8562,protein_coding,42.12,597,12
8074,ENSG00000139734,DIAPH3,81624,protein_coding,35.91,3582,13
8075,ENSG00000139737,SLAIN1,122060,protein_coding,36.78,1773,13
8076,ENSG00000139746,RBM26,64062,protein_coding,34.26,3030,13
8077,ENSG00000139767,SRRM4,84530,protein_coding,44.14,1836,12
8078,ENSG00000139780,METTL21C,196541,protein_coding,43.94,795,13
8079,ENSG00000139793,MBNL2,10150,protein_coding,40.24,1122,13
8080,ENSG00000139797,RNF113B,140432,protein_coding,54.83,969,13
8081,ENSG00000139800,ZIC5,85416,protein_coding,51.78,1992,13
8082,ENSG00000139826,ABHD13,84945,protein_coding,35.43,1014,13
8083,ENSG00000139832,RAB20,55647,protein_coding,49.74,705,13
8084,ENSG00000139835,GRTP1,79774,protein_coding,52.02,1035,13
8085,ENSG00000139842,CUL4A,8451,protein_coding,45.97,2280,13
8086,ENSG00000139865,TTC6,319089,protein_coding,37.99,5661,14
8087,ENSG00000139874,SSTR1,6751,protein_coding,54.27,1176,14
8088,ENSG00000139880,CDH24,64403,protein_coding,57.26,2460,14
8089,ENSG00000139890,REM2,161253,protein_coding,56.08,1023,14
8090,ENSG00000139899,CBLN3,643866,protein_coding,60.48,618,14
8091,ENSG00000139908,TSSK4,283629,protein_coding,50.38,1017,14
8092,ENSG00000139910,NOVA1,4857,protein_coding,33.05,1524,14
8093,ENSG00000139914,FITM1,161247,protein_coding,60.83,879,14
8094,ENSG00000139915,MDGA2,161357,protein_coding,35.14,2871,14
8095,ENSG00000139921,TMX1,81542,protein_coding,36.96,843,14
8096,ENSG00000139926,FRMD6,122786,protein_coding,39.42,1869,14
8097,ENSG00000139946,PELI2,57161,protein_coding,39.91,1263,14
8098,ENSG00000139970,RTN1,6252,protein_coding,39.2,2331,14
8099,ENSG00000139971,C14orf37,145407,protein_coding,40.15,2325,14
8100,ENSG00000139973,SYT16,83851,protein_coding,39.31,1938,14
8101,ENSG00000139974,SLC38A6,145389,protein_coding,37.62,1566,14
8102,ENSG00000139977,NAA30,122830,protein_coding,37.28,1089,14
8103,ENSG00000139985,ADAM21,8747,protein_coding,39.74,2169,14
8104,ENSG00000139988,RDH12,145226,protein_coding,41.06,951,14
8105,ENSG00000139990,DCAF5,8816,protein_coding,40.67,2829,14
8106,ENSG00000139998,RAB15,376267,protein_coding,52.23,639,14
8107,ENSG00000140006,WDR89,112840,protein_coding,41.2,1164,14
8108,ENSG00000140009,ESR2,2100,protein_coding,41.74,1593,14
8109,ENSG00000140015,KCNH5,27133,protein_coding,36.79,2967,14
8110,ENSG00000140022,STON2,85439,protein_coding,41.03,2763,14
8111,ENSG00000140025,EFCAB11,90141,protein_coding,40,492,14
8112,ENSG00000140030,GPR65,8477,protein_coding,36,1014,14
8113,ENSG00000140043,PTGR2,145482,protein_coding,42.1,1056,14
8114,ENSG00000140044,JDP2,122953,protein_coding,50,525,14
8115,ENSG00000140057,AK7,122481,protein_coding,44.18,2172,14
8116,ENSG00000140067,FAM181A,90050,protein_coding,52.61,1065,14
8117,ENSG00000140090,SLC24A4,123041,protein_coding,47.94,1869,14
8118,ENSG00000140092,FBLN5,10516,protein_coding,47.21,1470,14
8119,ENSG00000140093,SERPINA10,51156,protein_coding,44.68,1455,14
8120,ENSG00000140104,C14orf79,122616,protein_coding,53.3,978,14
8121,ENSG00000140105,WARS,7453,protein_coding,46.89,1416,14
8122,ENSG00000140107,SLC25A47,283600,protein_coding,60.96,927,14
8123,ENSG00000140153,WDR20,91833,protein_coding,45.46,1839,14
8124,ENSG00000140157,NIPA2,81614,protein_coding,43.73,1083,15
8125,ENSG00000140199,SLC12A6,9990,protein_coding,39.55,3453,15
8126,ENSG00000140254,DUOXA1,90527,protein_coding,49.2,1452,15
8127,ENSG00000140259,MFAP1,4236,protein_coding,43.98,1320,15
8128,ENSG00000140262,TCF12,6938,protein_coding,37.17,2121,15
8129,ENSG00000140263,SORD,6652,protein_coding,45.28,1074,15
8130,ENSG00000140264,SERF2,10169,protein_coding,49.15,513,15
8131,ENSG00000140265,ZSCAN29,146050,protein_coding,44.13,2559,15
8132,ENSG00000140274,DUOXA2,405753,protein_coding,58.64,963,15
8133,ENSG00000140279,DUOX2,50506,protein_coding,54.85,4647,15
8134,ENSG00000140280,LYSMD2,256586,protein_coding,41.49,648,15
8135,ENSG00000140284,SLC27A2,11001,protein_coding,42.25,1863,15
8136,ENSG00000140285,FGF7,2252,protein_coding,33.84,585,15
8137,ENSG00000140287,HDC,3067,protein_coding,46.41,1989,15
8138,ENSG00000140297,GCNT3,9245,protein_coding,43.27,1317,15
8139,ENSG00000140299,BNIP2,663,protein_coding,38.55,1308,15
8140,ENSG00000140307,GTF2A2,2958,protein_coding,39.73,330,15
8141,ENSG00000140319,SRP14,6727,protein_coding,43.51,411,15
8142,ENSG00000140320,BAHD1,22893,protein_coding,53.77,2343,15
8143,ENSG00000140323,DISP2,85455,protein_coding,53.01,4206,15
8144,ENSG00000140326,CDAN1,146059,protein_coding,54.46,3684,15
8145,ENSG00000140332,TLE3,7090,protein_coding,52.15,2349,15
8146,ENSG00000140350,ANP32A,8125,protein_coding,49.39,750,15
8147,ENSG00000140365,COMMD4,54939,protein_coding,53.48,633,15
8148,ENSG00000140367,UBE2Q2,92912,protein_coding,38.58,1128,15
8149,ENSG00000140368,PSTPIP1,9051,protein_coding,56.51,1254,15
8150,ENSG00000140374,ETFA,2108,protein_coding,40.14,1002,15
8151,ENSG00000140379,BCL2A1,597,protein_coding,38.46,528,15
8152,ENSG00000140382,HMG20A,10363,protein_coding,38.22,1044,15
8153,ENSG00000140386,SCAPER,49855,protein_coding,37.7,4203,15
8154,ENSG00000140391,TSPAN3,10099,protein_coding,41.92,762,15
8155,ENSG00000140395,WDR61,80349,protein_coding,43.39,918,15
8156,ENSG00000140396,NCOA2,10499,protein_coding,38.24,4395,8
8157,ENSG00000140398,NEIL1,79661,protein_coding,58.79,1173,15
8158,ENSG00000140400,MAN2C1,693216,protein_coding,57.4,3174,15
8159,ENSG00000140400,MAN2C1,4123,protein_coding,57.4,3174,15
8160,ENSG00000140403,DNAJA4,55466,protein_coding,47.08,1281,15
8161,ENSG00000140406,MESDC1,59274,protein_coding,55.46,1089,15
8162,ENSG00000140416,TPM1,7168,protein_coding,45.06,981,15
8163,ENSG00000140443,IGF1R,3480,protein_coding,44.52,4104,15
8164,ENSG00000140450,ARRDC4,91947,protein_coding,39.4,1257,15
8165,ENSG00000140451,PIF1,80119,protein_coding,55.24,2124,15
8166,ENSG00000140455,USP3,9960,protein_coding,38.44,1563,15
8167,ENSG00000140459,CYP11A1,1583,protein_coding,47.6,1566,15
8168,ENSG00000140463,BBS4,585,protein_coding,40.76,1560,15
8169,ENSG00000140464,PML,5371,protein_coding,47.82,2649,15
8170,ENSG00000140465,CYP1A1,1543,protein_coding,51.33,1539,15
8171,ENSG00000140470,ADAMTS17,170691,protein_coding,46.62,3288,15
8172,ENSG00000140471,LINS1,55180,protein_coding,40.18,2274,15
8173,ENSG00000140474,ULK3,25989,protein_coding,59.87,1452,15
8174,ENSG00000140478,GOLGA6D,653643,protein_coding,49.6,2082,15
8175,ENSG00000140479,PCSK6,5046,protein_coding,48.11,2928,15
8176,ENSG00000140481,CCDC33,80125,protein_coding,53.68,2268,15
8177,ENSG00000140488,CELF6,60677,protein_coding,48.48,1446,15
8178,ENSG00000140497,SCAMP2,10066,protein_coding,51.05,990,15
8179,ENSG00000140505,CYP1A2,1544,protein_coding,52.02,1551,15
8180,ENSG00000140506,LMAN1L,79748,protein_coding,56.54,1581,15
8181,ENSG00000140511,HAPLN3,145864,protein_coding,52.82,1269,15
8182,ENSG00000140519,RHCG,51458,protein_coding,52.2,1440,15
8183,ENSG00000140521,POLG,5428,protein_coding,49.14,3720,15
8184,ENSG00000140522,RLBP1,6017,protein_coding,49.07,954,15
8185,ENSG00000140525,FANCI,55215,protein_coding,40.11,3987,15
8186,ENSG00000140526,ABHD2,11057,protein_coding,44.01,1278,15
8187,ENSG00000140527,WDR93,56964,protein_coding,42.99,2061,15
8188,ENSG00000140534,TICRR,90381,protein_coding,42.67,5733,15
8189,ENSG00000140538,NTRK3,4916,protein_coding,45.3,2595,15
8190,ENSG00000140543,DET1,55070,protein_coding,43.27,1686,15
8191,ENSG00000140545,MFGE8,4240,protein_coding,55.56,1164,15
8192,ENSG00000140548,ZNF710,374655,protein_coding,50.7,1995,15
8193,ENSG00000140553,UNC45A,55898,protein_coding,53.82,2835,15
8194,ENSG00000140557,ST8SIA2,8128,protein_coding,48,1128,15
8195,ENSG00000140563,MCTP2,55784,protein_coding,38.26,2637,15
8196,ENSG00000140564,FURIN,5045,protein_coding,58.47,2385,15
8197,ENSG00000140575,IQGAP1,8826,protein_coding,40.77,4974,15
8198,ENSG00000140577,CRTC3,64784,protein_coding,44.02,1860,15
8199,ENSG00000140598,EFL1,79631,protein_coding,38.04,3363,15
8200,ENSG00000140600,SH3GL3,6457,protein_coding,40.8,1068,15
8201,ENSG00000140612,SEC11A,23478,protein_coding,42.41,558,15
8202,ENSG00000140623,SEPT12,124404,protein_coding,53.43,1077,16
8203,ENSG00000140632,GLYR1,84656,protein_coding,47.65,1662,16
8204,ENSG00000140650,PMM2,5373,protein_coding,46.16,741,16
8205,ENSG00000140675,SLC5A2,6524,protein_coding,59.32,2019,16
8206,ENSG00000140678,ITGAX,3687,protein_coding,52.2,3510,16
8207,ENSG00000140682,TGFB1I1,7041,protein_coding,60.05,1386,16
8208,ENSG00000140688,C16orf58,64755,protein_coding,51.18,1407,16
8209,ENSG00000140691,ARMC5,79798,protein_coding,58.18,3093,16
8210,ENSG00000140694,PARN,5073,protein_coding,41.91,1920,16
8211,ENSG00000140718,FTO,79068,protein_coding,40.2,1680,16
8212,ENSG00000140740,UQCRC2,7385,protein_coding,40.33,1362,16
8213,ENSG00000140743,CDR2,1039,protein_coding,43.33,1365,16
8214,ENSG00000140743,CDR2,101060399,protein_coding,43.33,1365,16
8215,ENSG00000140749,IGSF6,10261,protein_coding,40.75,726,16
8216,ENSG00000140750,ARHGAP17,55114,protein_coding,44.36,2646,16
8217,ENSG00000140795,MYLK3,91807,protein_coding,46.75,2460,16
8218,ENSG00000140798,ABCC12,94160,protein_coding,47.16,4080,16
8219,ENSG00000140807,NKD1,85407,protein_coding,51.69,1413,16
8220,ENSG00000140829,DHX38,9785,protein_coding,51.51,3684,16
8221,ENSG00000140830,TXNL4B,54957,protein_coding,44.45,450,16
8222,ENSG00000140832,MARVELD3,91862,protein_coding,47.84,1233,16
8223,ENSG00000140835,CHST4,10164,protein_coding,46.23,1161,16
8224,ENSG00000140836,ZFHX3,463,protein_coding,46.45,11112,16
8225,ENSG00000140839,CLEC18B,497190,protein_coding,57.12,1368,16
8226,ENSG00000140848,CPNE2,221184,protein_coding,54.06,1647,16
8227,ENSG00000140853,NLRC5,84166,protein_coding,49.44,5601,16
8228,ENSG00000140854,KATNB1,10300,protein_coding,56.59,1968,16
8229,ENSG00000140859,KIFC3,3801,protein_coding,50.69,2547,16
8230,ENSG00000140873,ADAMTS18,170692,protein_coding,39.76,3666,16
8231,ENSG00000140876,NUDT7,283927,protein_coding,42.76,717,16
8232,ENSG00000140905,GCSH,2653,protein_coding,43.88,522,16
8233,ENSG00000140931,CMTM3,123920,protein_coding,58.84,549,16
8234,ENSG00000140932,CMTM2,146225,protein_coding,46.47,747,16
8235,ENSG00000140937,CDH11,1009,protein_coding,40.38,2391,16
8236,ENSG00000140939,NOL3,8996,protein_coding,58.13,813,16
8237,ENSG00000140941,MAP1LC3B,81631,protein_coding,47.47,378,16
8238,ENSG00000140943,MBTPS1,8720,protein_coding,45.14,3159,16
8239,ENSG00000140945,CDH13,1012,protein_coding,42.22,2283,16
8240,ENSG00000140948,ZCCHC14,23174,protein_coding,48.02,2850,16
8241,ENSG00000140950,TLDC1,57707,protein_coding,49.64,1371,16
8242,ENSG00000140955,ADAD2,161931,protein_coding,58.6,1998,16
8243,ENSG00000140961,OSGIN1,29948,protein_coding,55.09,1683,16
8244,ENSG00000140968,IRF8,3394,protein_coding,50.02,1281,16
8245,ENSG00000140983,RHOT2,89941,protein_coding,66.37,1857,16
8246,ENSG00000140986,RPL3L,6123,protein_coding,55.32,1224,16
8247,ENSG00000140987,ZSCAN32,54925,protein_coding,45.48,2094,16
8248,ENSG00000140988,RPS2,6187,protein_coding,57.46,882,16
8249,ENSG00000140990,NDUFB10,4716,protein_coding,58.95,519,16
8250,ENSG00000140992,PDPK1,5170,protein_coding,52.51,1671,16
8251,ENSG00000140993,TIGD7,91151,protein_coding,44.07,1650,16
8252,ENSG00000140995,DEF8,54849,protein_coding,57.08,1539,16
8253,ENSG00000141002,TCF25,22980,protein_coding,54.75,2031,16
8254,ENSG00000141012,GALNS,2588,protein_coding,60.17,1569,16
8255,ENSG00000141013,GAS8,2622,protein_coding,52.63,1437,16
8256,ENSG00000141026,MED9,55090,protein_coding,47.9,441,17
8257,ENSG00000141027,NCOR1,9611,protein_coding,39.72,7323,17
8258,ENSG00000141028,CDRT15P1,NA,unprocessed_pseudogene,58.36,NA,17
8259,ENSG00000141030,COPS3,8533,protein_coding,44.79,1272,17
8260,ENSG00000141034,GID4,79018,protein_coding,45.98,930,17
8261,ENSG00000141040,ZNF287,57336,protein_coding,40.28,2286,17
8262,ENSG00000141052,MYOCD,93649,protein_coding,41.77,2961,17
8263,ENSG00000141068,KSR1,8844,protein_coding,49.27,2541,17
8264,ENSG00000141076,UTP4,84916,protein_coding,43.98,2103,16
8265,ENSG00000141084,RANBP10,57610,protein_coding,49.73,1953,16
8266,ENSG00000141086,CTRL,1506,protein_coding,59.71,795,16
8267,ENSG00000141096,DPEP3,64180,protein_coding,57.38,1542,16
8268,ENSG00000141098,GFOD2,81577,protein_coding,46.49,1158,16
8269,ENSG00000141101,NOB1,28987,protein_coding,48.27,1239,16
8270,ENSG00000141127,PRPSAP2,5636,protein_coding,44.41,1110,17
8271,ENSG00000141161,UNC45B,146862,protein_coding,47.22,2796,17
8272,ENSG00000141179,PCTP,58488,protein_coding,40.32,660,17
8273,ENSG00000141194,OR4D1,26689,protein_coding,49.12,933,17
8274,ENSG00000141198,TOM1L1,10040,protein_coding,41.1,1431,17
8275,ENSG00000141200,KIF2B,84643,protein_coding,51.15,2022,17
8276,ENSG00000141219,C17orf80,55028,protein_coding,44.12,1830,17
8277,ENSG00000141232,TOB1,10140,protein_coding,50.17,1038,17
8278,ENSG00000141252,VPS53,55275,protein_coding,45.86,2499,17
8279,ENSG00000141255,SPATA22,84690,protein_coding,40.62,1092,17
8280,ENSG00000141258,SGSM2,9905,protein_coding,54.99,3156,17
8281,ENSG00000141279,NPEPPS,9520,protein_coding,41.25,2760,17
8282,ENSG00000141293,SKAP1,8631,protein_coding,39.13,1080,17
8283,ENSG00000141294,LRRC46,90506,protein_coding,52.77,966,17
8284,ENSG00000141295,SCRN2,90507,protein_coding,59.28,1302,17
8285,ENSG00000141298,SSH2,85464,protein_coding,40.66,4353,17
8286,ENSG00000141314,RHBDL3,162494,protein_coding,51.16,1248,17
8287,ENSG00000141316,SPACA3,124912,protein_coding,47.15,648,17
8288,ENSG00000141337,ARSG,22901,protein_coding,45.96,1578,17
8289,ENSG00000141338,ABCA8,10351,protein_coding,36.81,4866,17
8290,ENSG00000141349,G6PC3,92579,protein_coding,53.16,1041,17
8291,ENSG00000141367,CLTC,1213,protein_coding,38.54,5040,17
8292,ENSG00000141371,C17orf64,124773,protein_coding,45.51,711,17
8293,ENSG00000141376,BCAS3,54828,protein_coding,39.85,2853,17
8294,ENSG00000141378,PTRH2,51651,protein_coding,39.24,543,17
8295,ENSG00000141380,SS18,6760,protein_coding,35.21,1257,18
8296,ENSG00000141384,TAF4B,6875,protein_coding,38.65,2604,18
8297,ENSG00000141385,AFG3L2,10939,protein_coding,44.7,2394,18
8298,ENSG00000141391,PRELID3A,10650,protein_coding,50.59,543,18
8299,ENSG00000141401,IMPA2,3613,protein_coding,49.27,867,18
8300,ENSG00000141404,GNAL,2774,protein_coding,44.14,1377,18
8301,ENSG00000141424,SLC39A6,25800,protein_coding,39.45,2268,18
8302,ENSG00000141425,RPRD1A,55197,protein_coding,38.63,939,18
8303,ENSG00000141428,C18orf21,83608,protein_coding,42.7,663,18
8304,ENSG00000141429,GALNT1,2589,protein_coding,38.5,1680,18
8305,ENSG00000141431,ASXL3,80816,protein_coding,36.09,6747,18
8306,ENSG00000141433,ADCYAP1,116,protein_coding,52.82,531,18
8307,ENSG00000141434,MEP1B,4225,protein_coding,39.49,2106,18
8308,ENSG00000141437,SLC25A52,147407,protein_coding,43.21,924,18
8309,ENSG00000141441,GAREM1,64762,protein_coding,39.38,2631,18
8310,ENSG00000141446,ESCO1,114799,protein_coding,41.11,2523,18
8311,ENSG00000141447,OSBPL1A,114876,protein_coding,40.87,2853,18
8312,ENSG00000141448,GATA6,2627,protein_coding,44.76,1788,18
8313,ENSG00000141449,GREB1L,80000,protein_coding,40.54,5772,18
8314,ENSG00000141452,C18orf8,29919,protein_coding,45.14,1974,18
8315,ENSG00000141456,PELP1,27043,protein_coding,48.03,3543,17
8316,ENSG00000141458,NPC1,4864,protein_coding,44.75,3837,18
8317,ENSG00000141469,SLC14A1,6563,protein_coding,43.09,1338,18
8318,ENSG00000141480,ARRB2,409,protein_coding,56.76,1293,17
8319,ENSG00000141485,SLC13A5,284111,protein_coding,51.78,1707,17
8320,ENSG00000141497,ZMYND15,84225,protein_coding,58.53,2253,17
8321,ENSG00000141499,WRAP53,55135,protein_coding,50.13,1647,17
8322,ENSG00000141503,MINK1,50488,protein_coding,51.93,3999,17
8323,ENSG00000141504,SAT2,112483,protein_coding,56.73,513,17
8324,ENSG00000141505,ASGR1,432,protein_coding,55.95,876,17
8325,ENSG00000141506,PIK3R5,23533,protein_coding,47.52,2643,17
8326,ENSG00000141510,TP53,7157,protein_coding,48.86,1233,17
8327,ENSG00000141519,CCDC40,55036,protein_coding,50.67,3429,17
8328,ENSG00000141522,ARHGDIA,396,protein_coding,68.12,748,17
8329,ENSG00000141524,TMC6,11322,protein_coding,61.98,2418,17
8330,ENSG00000141526,SLC16A3,9123,protein_coding,59.9,1398,17
8331,ENSG00000141526,SLC16A3,102465472,protein_coding,59.9,1398,17
